mo_id,region,district,year,month,month_idx,population,elderly_share,admitted,discharged,transferred,deaths,letality_pct_fact,letality_pct_plan,vacancy_reanim_pct,vacancy_cardio_pct,vacancy_surgeon_pct,ivl_units,ct_units,angiograph_units,ivl_avg_age_years,time_to_ivl_min,federal_project
МО-Б02,Регион Б,Район-Б02,2023,май,5,79020,0.23,378,339,13,26,6.88,5.93,24.8,19.5,10.1,8,2,1,7.6,71.0,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,июнь,6,79020,0.23,40,36,1,3,7.5,5.61,23.0,15.9,17.0,4,1,0,5.7,89.2,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,июль,7,79020,0.23,40,36,1,3,7.5,5.7,18.9,18.0,10.7,9,5,0,9.2,58.2,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,август,8,79020,0.23,972,870,37,65,6.69,6.1,22.4,13.5,13.2,8,2,0,9.7,65.6,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,сентябрь,9,79020,0.23,40,37,1,2,5.0,5.7,20.5,15.4,16.8,9,2,0,8.5,70.7,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,октябрь,10,79020,0.23,669,580,37,52,7.77,5.91,24.3,15.5,15.9,5,2,0,9.9,78.8,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,ноябрь,11,79020,0.23,40,36,1,3,7.5,5.35,19.5,17.1,10.5,11,1,0,8.9,72.1,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2023,декабрь,12,79020,0.23,128,114,3,11,8.59,6.14,22.6,12.7,13.2,6,2,0,6.8,73.7,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,январь,1,79020,0.23,404,353,13,38,9.41,6.35,23.0,19.1,18.4,7,1,0,8.4,70.0,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,февраль,2,79020,0.23,347,304,11,32,9.22,6.31,19.4,12.7,11.1,7,2,0,9.9,58.4,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,март,3,79020,0.23,475,422,15,38,8.0,5.41,22.5,20.9,10.5,5,0,0,7.5,65.6,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,апрель,4,79020,0.23,40,36,1,3,7.5,6.31,26.2,18.3,10.4,7,0,0,9.2,80.2,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,май,5,79020,0.23,87,78,4,5,5.75,6.22,25.8,17.4,10.8,8,4,0,10.0,70.3,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,июнь,6,79020,0.23,1146,1024,26,96,8.38,5.44,20.2,15.3,10.4,4,3,0,6.3,47.5,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,июль,7,79020,0.23,40,37,0,3,7.5,5.97,24.6,11.2,18.6,10,1,0,8.8,67.7,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,август,8,79020,0.23,172,152,6,14,8.14,6.32,18.1,13.6,12.2,10,0,0,10.6,65.5,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,сентябрь,9,79020,0.23,290,259,12,19,6.55,5.44,26.2,17.9,16.9,5,2,0,9.4,69.9,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,октябрь,10,79020,0.23,838,743,28,67,8.0,6.2,25.1,19.6,13.3,8,0,1,7.8,62.7,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,ноябрь,11,79020,0.23,40,35,2,3,7.5,5.39,23.5,14.5,14.4,8,3,1,8.4,66.7,Развитие здравоохранения
МО-Б02,Регион Б,Район-Б02,2024,декабрь,12,79020,0.23,604,528,31,45,7.45,6.17,25.2,11.1,8.9,8,2,0,7.5,69.7,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,январь,1,128599,0.416,40,35,2,3,7.5,,14.2,9.4,12.6,8,3,1,6.8,58.0,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,февраль,2,128599,0.416,482,436,10,36,7.47,,14.0,11.1,11.2,11,2,0,8.2,55.2,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,март,3,128599,0.416,635,565,14,56,8.82,,14.7,8.5,8.2,12,2,0,2.3,51.4,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,апрель,4,128599,0.416,118,108,3,7,5.93,,20.1,9.8,12.1,8,1,0,4.9,64.9,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,май,5,128599,0.416,40,36,1,3,7.5,,19.9,10.5,13.1,12,3,0,4.8,75.6,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,июнь,6,128599,0.416,40,36,1,3,7.5,,13.5,14.7,7.5,8,0,0,4.7,64.5,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,июль,7,128599,0.416,325,286,12,27,8.31,,18.4,12.4,10.9,10,2,0,7.2,62.6,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,август,8,128599,0.416,266,236,10,20,7.52,,19.6,15.5,14.9,10,0,0,5.4,65.7,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,сентябрь,9,128599,0.416,430,388,14,28,6.51,,20.1,13.7,10.1,9,4,0,5.7,61.0,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,октябрь,10,128599,0.416,86,78,2,6,6.98,,15.7,8.6,10.0,10,1,1,5.1,56.8,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,ноябрь,11,128599,0.416,40,36,1,3,7.5,,20.0,8.9,14.8,11,3,0,5.0,66.0,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2022,декабрь,12,128599,0.416,572,516,11,45,7.87,,15.5,9.7,12.0,15,2,0,6.7,61.2,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,январь,1,128599,0.416,223,192,12,19,8.52,5.28,20.0,8.9,10.5,14,2,0,5.7,70.2,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,февраль,2,128599,0.416,814,696,47,71,8.72,5.72,17.2,13.2,9.5,9,2,0,5.3,71.0,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,март,3,128599,0.416,884,795,26,63,7.13,5.75,16.7,12.3,6.9,10,2,0,6.2,48.9,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,апрель,4,128599,0.416,1080,943,60,77,7.13,5.9,15.2,12.2,13.3,12,3,0,8.0,69.9,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,май,5,128599,0.416,879,787,29,63,7.17,5.76,16.7,9.6,9.0,11,1,2,4.7,54.0,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,июнь,6,128599,0.416,844,740,37,67,7.94,5.02,18.4,14.6,8.4,8,3,0,6.6,54.5,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,июль,7,128599,0.416,468,422,12,34,7.26,4.92,17.8,14.8,7.4,10,0,0,7.4,70.7,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,август,8,128599,0.416,40,37,0,3,7.5,5.18,15.3,14.3,10.5,10,3,0,6.9,56.8,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,сентябрь,9,128599,0.416,978,882,31,65,6.65,5.65,17.1,13.7,12.1,9,2,0,6.4,58.8,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,октябрь,10,128599,0.416,258,226,14,18,6.98,4.95,18.3,9.5,7.3,13,3,0,2.7,59.7,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,ноябрь,11,128599,0.416,530,471,17,42,7.92,5.33,18.5,12.5,11.3,14,1,0,5.5,65.6,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2023,декабрь,12,128599,0.416,950,854,23,73,7.68,5.85,15.2,10.4,12.1,7,2,0,6.8,53.0,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,январь,1,128599,0.416,864,780,22,62,7.18,5.81,16.8,11.1,13.1,11,2,0,6.3,50.9,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,февраль,2,128599,0.416,40,37,0,3,7.5,5.51,14.8,13.3,6.8,8,2,0,4.0,69.8,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,март,3,128599,0.416,657,574,37,46,7.0,5.68,15.3,13.1,11.0,12,3,0,5.1,53.4,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,апрель,4,128599,0.416,196,178,6,12,6.12,4.93,17.5,13.9,11.0,12,2,0,8.8,65.0,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,май,5,128599,0.416,369,331,15,23,6.23,5.68,19.0,14.1,14.2,7,3,0,8.2,67.3,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,июнь,6,128599,0.416,40,37,1,2,5.0,5.22,14.9,9.9,9.5,9,1,0,5.9,48.7,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,июль,7,128599,0.416,40,36,1,3,7.5,5.52,18.8,14.0,14.6,13,3,0,6.6,63.2,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,август,8,128599,0.416,520,477,10,33,6.35,5.36,18.3,16.5,7.5,11,1,1,8.6,60.1,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,сентябрь,9,128599,0.416,65,59,2,4,6.15,4.93,14.2,9.6,10.6,12,5,0,6.8,54.2,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,октябрь,10,128599,0.416,40,35,2,3,7.5,5.87,14.6,9.3,12.8,7,0,0,5.8,50.9,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,ноябрь,11,128599,0.416,1247,1113,59,75,6.01,5.12,16.1,11.6,7.0,11,1,0,6.3,60.3,Развитие здравоохранения
МО-Б03,Регион Б,Район-Б03,2024,декабрь,12,128599,0.416,1180,1011,64,105,8.9,5.64,18.3,10.1,9.0,9,1,0,7.0,73.8,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,январь,1,80462,0.299,761,660,41,60,7.88,,25.2,20.9,19.6,1,1,0,7.3,76.2,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,февраль,2,80462,0.299,40,35,2,3,7.5,,26.8,18.9,13.8,9,1,0,6.2,71.5,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,март,3,80462,0.299,951,820,52,79,8.31,,26.3,17.3,21.7,6,2,0,9.7,88.3,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,апрель,4,80462,0.299,40,35,2,3,7.5,,23.0,23.6,21.9,5,2,0,5.8,59.7,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,май,5,80462,0.299,579,494,30,55,9.5,,23.6,22.4,20.7,5,3,0,5.5,69.1,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,июнь,6,80462,0.299,253,219,11,23,9.09,,27.4,18.3,13.8,9,2,0,9.1,72.3,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,июль,7,80462,0.299,387,338,19,30,7.75,,20.7,20.2,15.4,5,2,0,7.5,66.3,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,август,8,80462,0.299,397,361,9,27,6.8,,29.0,15.3,14.8,4,2,0,9.7,86.9,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,сентябрь,9,80462,0.299,368,324,18,26,7.07,,20.4,15.4,21.5,7,0,0,5.5,72.7,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,октябрь,10,80462,0.299,144,127,6,11,7.64,,24.4,19.8,10.3,9,1,0,7.3,73.4,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,ноябрь,11,80462,0.299,40,37,0,3,7.5,,26.4,19.9,14.1,3,2,0,7.9,75.0,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2022,декабрь,12,80462,0.299,40,37,0,3,7.5,,26.8,21.1,21.2,7,0,0,7.7,98.2,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,январь,1,80462,0.299,606,520,32,54,8.91,5.42,23.7,12.4,11.4,7,2,0,8.9,67.1,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,февраль,2,80462,0.299,40,36,1,3,7.5,6.21,26.1,12.9,17.0,7,1,0,8.5,70.3,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,март,3,80462,0.299,441,401,10,30,6.8,5.35,27.9,14.7,15.8,8,3,0,8.6,60.6,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,апрель,4,80462,0.299,285,257,9,19,6.67,5.94,28.0,15.1,15.3,6,1,0,8.1,79.6,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,май,5,80462,0.299,209,187,7,15,7.18,5.59,26.5,12.5,16.3,2,1,0,8.8,80.4,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,июнь,6,80462,0.299,175,160,3,12,6.86,5.47,29.0,16.7,14.8,9,3,0,8.0,75.6,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,июль,7,80462,0.299,542,475,20,47,8.67,6.29,23.3,15.5,10.7,9,1,0,5.8,75.3,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,август,8,80462,0.299,293,260,14,19,6.48,5.19,20.3,22.0,11.2,8,1,0,10.5,66.4,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,сентябрь,9,80462,0.299,858,744,44,70,8.16,5.39,24.3,18.2,11.1,10,0,1,4.8,67.7,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,октябрь,10,80462,0.299,395,345,21,29,7.34,5.26,24.7,24.4,16.8,8,1,1,8.2,65.6,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,ноябрь,11,80462,0.299,316,285,11,20,6.33,6.15,27.3,12.6,18.1,8,2,0,5.1,66.0,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2023,декабрь,12,80462,0.299,266,231,13,22,8.27,6.17,26.0,21.6,11.8,6,1,0,7.7,65.6,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,январь,1,80462,0.299,414,361,23,30,7.25,5.34,26.0,16.8,14.7,7,0,0,8.5,70.6,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,февраль,2,80462,0.299,40,35,2,3,7.5,5.75,23.5,23.0,18.3,6,1,0,5.7,63.0,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,март,3,80462,0.299,40,37,1,2,5.0,5.56,24.8,20.1,12.9,6,1,0,7.0,81.5,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,апрель,4,80462,0.299,40,36,1,3,7.5,5.57,22.7,22.4,16.2,11,1,0,5.5,74.5,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,май,5,80462,0.299,365,323,18,24,6.58,5.51,26.4,16.7,16.5,3,1,1,6.6,72.2,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,июнь,6,80462,0.299,137,124,3,10,7.3,6.06,27.8,14.5,17.8,3,1,0,6.3,77.3,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,июль,7,80462,0.299,40,37,1,2,5.0,5.46,29.2,22.3,21.9,6,2,0,10.6,71.4,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,август,8,80462,0.299,40,36,1,3,7.5,5.81,21.6,12.9,15.1,8,3,0,6.0,68.6,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,сентябрь,9,80462,0.299,454,399,23,32,7.05,5.24,28.0,15.7,16.6,8,1,1,9.5,71.5,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,октябрь,10,80462,0.299,505,457,10,38,7.52,5.55,25.8,15.7,15.1,11,1,1,6.4,71.0,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,ноябрь,11,80462,0.299,40,37,1,2,5.0,5.53,21.8,22.2,20.0,5,2,1,8.1,66.7,Развитие здравоохранения
МО-Б04,Регион Б,Район-Б04,2024,декабрь,12,80462,0.299,201,179,7,15,7.46,5.29,28.0,15.0,15.5,1,2,0,7.6,80.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,январь,1,22559,0.261,82,73,2,7,8.54,,13.8,8.6,6.9,10,1,0,8.6,47.8,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,февраль,2,22559,0.261,40,35,2,3,7.5,,15.5,13.9,10.3,7,1,1,6.6,48.1,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,март,3,22559,0.261,40,36,1,3,7.5,,14.8,13.9,7.8,7,1,1,8.7,63.8,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,апрель,4,22559,0.261,93,82,5,6,6.45,,14.0,13.2,9.8,11,2,0,7.9,62.5,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,май,5,22559,0.261,40,36,1,3,7.5,,13.9,10.6,14.0,8,1,0,10.0,46.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,июнь,6,22559,0.261,40,35,1,4,10.0,,17.2,8.5,13.4,6,3,1,9.3,61.8,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,июль,7,22559,0.261,187,165,5,17,9.09,,18.2,9.6,8.7,7,1,0,9.1,63.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,август,8,22559,0.261,40,35,1,4,10.0,,15.9,15.1,13.2,5,2,1,9.5,70.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,сентябрь,9,22559,0.261,122,109,3,10,8.2,,15.3,13.7,11.9,9,3,1,8.7,59.0,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,октябрь,10,22559,0.261,193,172,7,14,7.25,,12.8,8.8,6.6,6,2,0,10.5,42.6,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,ноябрь,11,22559,0.261,40,37,0,3,7.5,,14.0,12.8,12.1,8,3,0,10.4,56.0,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2022,декабрь,12,22559,0.261,126,111,4,11,8.73,,15.7,15.3,13.6,5,1,1,8.2,45.5,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,январь,1,22559,0.261,76,67,3,6,7.89,6.07,17.5,9.4,10.9,6,1,0,7.5,56.2,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,февраль,2,22559,0.261,40,36,1,3,7.5,5.5,15.2,12.8,7.4,10,3,0,8.7,46.2,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,март,3,22559,0.261,48,44,1,3,6.25,6.0,15.5,11.4,9.9,10,3,0,8.3,59.6,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,апрель,4,22559,0.261,302,267,9,26,8.61,5.54,15.4,10.8,11.3,7,0,0,7.6,65.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,май,5,22559,0.261,40,36,1,3,7.5,5.89,13.7,15.0,7.5,9,2,0,8.4,49.4,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,июнь,6,22559,0.261,153,138,3,12,7.84,5.95,17.4,11.4,11.1,9,2,0,7.9,60.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,июль,7,22559,0.261,40,37,0,3,7.5,6.4,17.0,12.2,6.8,9,4,0,7.1,68.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,август,8,22559,0.261,40,37,1,2,5.0,6.55,13.0,10.8,9.3,9,3,0,9.6,53.0,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,сентябрь,9,22559,0.261,40,36,1,3,7.5,6.12,14.1,14.9,6.2,7,4,0,8.5,65.3,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,октябрь,10,22559,0.261,191,164,10,17,8.9,6.06,13.0,11.4,13.2,9,0,0,10.9,38.4,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,ноябрь,11,22559,0.261,67,59,3,5,7.46,5.87,16.6,11.9,11.4,11,2,0,7.6,46.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2023,декабрь,12,22559,0.261,90,79,3,8,8.89,5.8,18.3,10.1,13.8,7,2,0,6.4,54.6,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,январь,1,22559,0.261,65,57,3,5,7.69,5.74,18.4,11.4,7.4,12,3,0,7.1,72.6,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,февраль,2,22559,0.261,40,36,1,3,7.5,6.05,18.2,8.3,8.7,9,3,0,9.0,58.1,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,март,3,22559,0.261,47,42,1,4,8.51,5.76,17.9,11.6,13.7,8,1,0,9.4,56.5,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,апрель,4,22559,0.261,40,37,1,2,5.0,5.92,13.0,8.4,12.4,8,3,0,8.0,54.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,май,5,22559,0.261,276,238,16,22,7.97,5.48,13.6,8.8,13.9,8,1,1,9.4,48.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,июнь,6,22559,0.261,46,41,1,4,8.7,5.53,16.1,15.5,11.0,8,2,0,9.4,66.1,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,июль,7,22559,0.261,128,112,5,11,8.59,6.1,17.6,10.0,6.7,8,1,0,7.3,51.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,август,8,22559,0.261,201,181,4,16,7.96,6.48,16.6,13.2,12.5,10,1,1,8.1,71.9,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,сентябрь,9,22559,0.261,40,36,2,2,5.0,5.84,14.5,9.7,7.4,10,2,0,8.1,54.7,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,октябрь,10,22559,0.261,171,157,3,11,6.43,6.38,16.7,12.3,11.8,10,1,0,6.5,45.0,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,ноябрь,11,22559,0.261,40,36,1,3,7.5,6.04,12.7,9.0,7.7,7,2,0,9.4,49.2,Развитие здравоохранения
МО-Б05,Регион Б,Район-Б05,2024,декабрь,12,22559,0.261,126,111,4,11,8.73,6.31,14.5,8.8,8.8,10,3,0,7.4,73.1,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,январь,1,114658,0.244,40,36,2,2,5.0,,17.2,13.3,15.9,9,4,1,6.1,71.7,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,февраль,2,114658,0.244,1587,1391,80,116,7.31,,18.8,15.3,14.3,10,2,0,3.2,64.8,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,март,3,114658,0.244,40,37,1,2,5.0,,17.9,13.7,15.1,11,4,0,4.8,56.3,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,апрель,4,114658,0.244,1360,1199,56,105,7.72,,18.1,15.7,7.5,10,2,1,4.2,52.0,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,май,5,114658,0.244,40,36,1,3,7.5,,15.9,11.7,12.4,11,1,0,5.8,57.0,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,июнь,6,114658,0.244,541,484,22,35,6.47,,14.6,17.4,11.1,15,1,0,8.6,53.2,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,июль,7,114658,0.244,226,201,9,16,7.08,,21.1,16.0,12.8,14,2,1,10.3,74.2,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,август,8,114658,0.244,574,523,16,35,6.1,,21.3,13.9,10.1,14,2,0,5.8,64.0,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,сентябрь,9,114658,0.244,40,37,1,2,5.0,,16.1,14.8,13.1,7,0,1,6.3,63.7,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,октябрь,10,114658,0.244,1468,1302,61,105,7.15,,14.8,17.7,14.9,13,2,0,6.2,71.1,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,ноябрь,11,114658,0.244,761,681,28,52,6.83,,15.1,15.7,14.1,6,2,0,5.4,52.0,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2022,декабрь,12,114658,0.244,1258,1138,34,86,6.84,,21.0,15.4,15.3,12,0,0,6.5,41.7,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,январь,1,114658,0.244,656,578,31,47,7.16,4.72,21.3,15.7,10.3,12,2,1,6.0,63.2,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,февраль,2,114658,0.244,40,37,1,2,5.0,5.15,19.8,15.6,7.7,10,3,0,4.2,50.0,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,март,3,114658,0.244,40,37,1,2,5.0,4.73,14.6,13.0,7.2,11,0,1,8.0,52.2,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,апрель,4,114658,0.244,40,36,2,2,5.0,4.62,20.3,14.2,12.1,13,3,0,1.0,66.4,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,май,5,114658,0.244,303,277,6,20,6.6,5.35,16.5,11.7,14.5,9,2,1,7.2,62.0,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,июнь,6,114658,0.244,685,620,24,41,5.99,4.68,16.7,12.6,7.8,10,2,0,5.6,66.4,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,июль,7,114658,0.244,1982,1750,96,136,6.86,5.38,20.9,14.3,14.7,12,2,0,5.9,73.5,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,август,8,114658,0.244,660,587,34,39,5.91,4.76,16.2,16.4,12.0,10,0,0,6.7,50.0,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,сентябрь,9,114658,0.244,40,37,1,2,5.0,4.82,20.7,15.6,7.5,9,3,0,5.4,60.7,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,октябрь,10,114658,0.244,587,519,25,43,7.33,4.64,17.7,13.1,10.4,11,2,0,4.4,56.0,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,ноябрь,11,114658,0.244,447,401,20,26,5.82,5.09,20.5,14.5,7.3,10,3,1,7.8,83.3,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2023,декабрь,12,114658,0.244,831,746,16,69,8.3,5.04,16.2,16.0,14.1,9,3,1,7.0,61.3,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2024,январь,1,114658,0.244,195,175,6,14,7.18,4.93,18.5,17.0,9.7,10,2,1,7.1,68.6,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2024,февраль,2,114658,0.244,40,36,1,3,7.5,4.72,16.1,10.1,8.8,9,2,0,5.6,55.4,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2024,март,3,114658,0.244,2350,2072,115,163,6.94,5.2,15.2,10.9,15.7,12,1,0,5.4,43.1,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2024,апрель,4,114658,0.244,653,599,16,38,5.82,5.24,19.9,16.7,10.0,11,1,0,5.3,57.0,Развитие здравоохранения
МО-Б06,Регион Б,Район-Б06,2024,май,5,114658,0.244,626,569,21,36,5.75,5.38,20.4,14.8,11.5,13,3,0,6.0,74.1,Развитие здравоохранения
